Date,Account Ticker,Stock Ticker,Cusip,Security Description,Shares,Price,Market Value
9/4/15,VSPY,ADT,00101J106,ADT CORP/THE,57,32.25,"1,838.25"
9/4/15,VSPY,AFL,1055102,AFLAC INC,147,57.55,"8,459.85"
9/4/15,VSPY,GAS,1204106,AGL RESOURCES INC,39,60.46,"2,357.94"
9/4/15,VSPY,AES,00130H105,AES CORP,231,11.44,"2,642.64"
9/4/15,VSPY,T,00206R102,AT&T INC,2098,33.04,"69,317.92"
9/4/15,VSPY,ABT,2824100,ABBOTT LABORATORIES,507,44.14,"22,378.98"
9/4/15,VSPY,ABBV,00287Y109,ABBVIE INC,587,61.58,"36,147.46"
9/4/15,VSPY,ATVI,00507V109,ACTIVISION BLIZZARD INC,172,28.6,"4,919.20"
9/4/15,VSPY,ADBE,00724F101,ADOBE SYSTEMS INC,164,78.32,"12,844.48"
9/4/15,VSPY,AAP,00751Y106,ADVANCE AUTO PARTS INC,25,173.24,"4,331.00"
9/4/15,VSPY,AET,00817Y108,AETNA INC,117,115.18,"13,476.06"
9/4/15,VSPY,AMG,8252108,AFFILIATED MANAGERS GROUP,19,177.57,"3,373.83"
9/4/15,VSPY,A,00846U101,AGILENT TECHNOLOGIES INC,114,35.75,"4,075.50"
9/4/15,VSPY,APD,9158106,AIR PRODUCTS & CHEMICALS INC,64,139.6,"8,934.40"
9/4/15,VSPY,ARG,9363102,AIRGAS INC,22,96.26,"2,117.72"
9/4/15,VSPY,AKAM,00971T101,AKAMAI TECHNOLOGIES INC,61,73.26,"4,468.86"
9/4/15,VSPY,AA,13817101,ALCOA INC,447,9.57,"4,277.79"
9/4/15,VSPY,ALXN,15351109,ALEXION PHARMACEUTICALS INC,76,175.28,"13,321.28"
9/4/15,VSPY,ADS,18581108,ALLIANCE DATA SYSTEMS CORP,23,256.76,"5,905.48"
9/4/15,VSPY,ALL,20002101,ALLSTATE CORP,139,57.98,"8,059.22"
9/4/15,VSPY,ALTR,21441100,ALTERA CORP,102,48.95,"4,992.90"
9/4/15,VSPY,MO,02209S103,ALTRIA GROUP INC,671,53.59,"35,958.89"
9/4/15,VSPY,AMZN,23135106,AMAZON.COM INC,129,504.72,"65,108.88"
9/4/15,VSPY,AEE,23608102,AMEREN CORPORATION,84,39.25,"3,297.00"
9/4/15,VSPY,AAL,02376R102,AMERICAN AIRLINES GROUP INC,236,40.89,"9,650.04"
9/4/15,VSPY,AEP,25537101,AMERICAN ELECTRIC POWER,168,53.35,"8,962.80"
9/4/15,VSPY,AXP,25816109,AMERICAN EXPRESS CO,298,75.26,"22,427.48"
9/4/15,VSPY,AIG,26874784,AMERICAN INTERNATIONAL GROUP,455,59.45,"27,049.75"
9/4/15,VSPY,AMT,03027X100,AMERICAN TOWER CORP,147,91.02,"13,379.94"
9/4/15,VSPY,ABC,3.07E+108,AMERISOURCEBERGEN CORP,71,100,"7,100.00"
9/4/15,VSPY,AMP,03076C106,AMERIPRISE FINANCIAL INC,62,109.62,"6,796.44"
9/4/15,VSPY,AME,31100100,AMETEK INC,83,52.78,"4,380.74"
9/4/15,VSPY,AMGN,31162100,AMGEN INC,258,149.23,"38,501.34"
9/4/15,VSPY,APH,32095101,AMPHENOL CORP-CL A,106,51.98,"5,509.88"
9/4/15,VSPY,APC,32511107,ANADARKO PETROLEUM CORP,173,69.51,"12,025.23"
9/4/15,VSPY,ADI,32654105,ANALOG DEVICES INC,107,55.17,"5,903.19"
9/4/15,VSPY,ANTM,36752103,ANTHEM INC,91,142.95,"13,008.45"
9/4/15,VSPY,APA,37411105,APACHE CORP,127,43.22,"5,488.94"
9/4/15,VSPY,AIV,03748R101,APARTMENT INVT & MGMT CO -A,55,35.65,"1,960.75"
9/4/15,VSPY,AAPL,37833100,APPLE INC,1969,110.37,"217,318.53"
9/4/15,VSPY,AMAT,38222105,APPLIED MATERIALS INC,420,15.76,"6,619.20"
9/4/15,VSPY,ADM,39483102,ARCHER-DANIELS-MIDLAND CO,213,43.75,"9,318.75"
9/4/15,VSPY,AIZ,04621X108,ASSURANT INC,22,73.13,"1,608.86"
9/4/15,VSPY,ADSK,52769106,AUTODESK INC,76,45.94,"3,491.44"
9/4/15,VSPY,ADP,53015103,AUTOMATIC DATA PROCESSING,161,77.55,"12,485.55"
9/4/15,VSPY,AN,05329W102,AUTONATION INC,25,57.91,"1,447.75"
9/4/15,VSPY,AZO,53332102,AUTOZONE INC,11,729.81,"8,027.91"
9/4/15,VSPY,AVB,53484101,AVALONBAY COMMUNITIES INC,46,163.13,"7,503.98"
9/4/15,VSPY,AVY,53611109,AVERY DENNISON CORP,29,58,"1,682.00"
9/4/15,VSPY,BBT,54937107,BB&T CORP,266,36.48,"9,703.68"
9/4/15,VSPY,BHI,57224107,BAKER HUGHES INC,147,54.82,"8,058.54"
9/4/15,VSPY,BLL,58498106,BALL CORP,49,66.21,"3,244.29"
9/4/15,VSPY,BAC,60505104,BANK OF AMERICA CORP,3586,15.94,"57,160.84"
9/4/15,VSPY,BK,64058100,BANK OF NEW YORK MELLON CORP,382,39.28,"15,004.96"
9/4/15,VSPY,BCR,67383109,CR BARD INC,26,190.39,"4,950.14"
9/4/15,VSPY,BXLT,07177M103,BAXALTA INC,187,36.14,"6,758.18"
9/4/15,VSPY,BAX,71813109,BAXTER INTERNATIONAL INC,187,37.05,"6,928.35"
9/4/15,VSPY,BDX,75887109,BECTON DICKINSON AND CO,72,136.53,"9,830.16"
9/4/15,VSPY,BBBY,75896100,BED BATH & BEYOND INC,57,62.3,"3,551.10"
9/4/15,VSPY,BRK/B,84670702,BERKSHIRE HATHAWAY INC-CL B,623,132.15,"82,329.45"
9/4/15,VSPY,BBY,86516101,BEST BUY CO INC,101,36.72,"3,708.72"
9/4/15,VSPY,BIIB,09062X103,BIOGEN INC,80,301.63,"24,130.40"
9/4/15,VSPY,BLK,09247X101,BLACKROCK INC,44,300.26,"13,211.44"
9/4/15,VSPY,HRB,93671105,H&R BLOCK INC,93,35.4,"3,292.20"
9/4/15,VSPY,BA,97023105,BOEING CO/THE,221,131.02,"28,955.42"
9/4/15,VSPY,BWA,99724106,BORGWARNER INC,76,42.96,"3,264.96"
9/4/15,VSPY,BXP,101121101,BOSTON PROPERTIES INC,52,111.94,"5,820.88"
9/4/15,VSPY,BSX,101137107,BOSTON SCIENTIFIC CORP,459,16.53,"7,587.27"
9/4/15,VSPY,BMY,110122108,BRISTOL-MYERS SQUIBB CO,569,58.75,"33,428.75"
9/4/15,VSPY,BRCM,111320107,BROADCOM CORP-CL A,186,51.19,"9,521.34"
9/4/15,VSPY,BF/B,115637209,BROWN-FORMAN CORP-CLASS B,53,97.42,"5,163.26"
9/4/15,VSPY,CBS,124857202,CBS CORP-CLASS B NON VOTING,152,43.81,"6,659.12"
9/4/15,VSPY,CBG,12504L109,CBRE GROUP INC - A,94,32.78,"3,081.32"
9/4/15,VSPY,CF,125269100,CF INDUSTRIES HOLDINGS INC,80,56.97,"4,557.60"
9/4/15,VSPY,CHRW,12541W209,C.H. ROBINSON WORLDWIDE INC,49,68.2,"3,341.80"
9/4/15,VSPY,CI,125509109,CIGNA CORP,87,141.62,"12,320.94"
9/4/15,VSPY,CME,12572Q105,CME GROUP INC,111,93.81,"10,412.91"
9/4/15,VSPY,CMS,125896100,CMS ENERGY CORP,93,32.49,"3,021.57"
9/4/15,VSPY,CSX,126408103,CSX CORP,338,27.28,"9,220.64"
9/4/15,VSPY,CVS,126650100,CVS HEALTH CORP,385,101.59,"39,112.15"
9/4/15,VSPY,CA,12673P105,CA INC,109,27.46,"2,993.14"
9/4/15,VSPY,CVC,12686C109,CABLEVISION SYSTEMS-NY GRP-A,74,27.17,"2,010.58"
9/4/15,VSPY,COG,127097103,CABOT OIL & GAS CORP,140,23.41,"3,277.40"
9/4/15,VSPY,CAM,13342B105,CAMERON INTERNATIONAL CORP,67,66.61,"4,462.87"
9/4/15,VSPY,CPB,134429109,CAMPBELL SOUP CO,62,48.53,"3,008.86"
9/4/15,VSPY,COF,14040H105,CAPITAL ONE FINANCIAL CORP,187,76.16,"14,241.92"
9/4/15,VSPY,CAH,14149Y108,CARDINAL HEALTH INC,113,81.15,"9,169.95"
9/4/15,VSPY,KMX,143130102,CARMAX INC,72,60.58,"4,361.76"
9/4/15,VSPY,CCL,143658300,CARNIVAL CORP,153,49.4,"7,558.20"
9/4/15,VSPY,CAT,149123101,CATERPILLAR INC,208,74.45,"15,485.60"
9/4/15,VSPY,CELG,151020104,CELGENE CORP,271,117.65,"31,883.15"
9/4/15,VSPY,CNP,15189T107,CENTERPOINT ENERGY INC,145,17.94,"2,601.30"
9/4/15,VSPY,CTL,156700106,CENTURYLINK INC,192,26.77,"5,139.84"
9/4/15,VSPY,CERN,156782104,CERNER CORP,104,60.81,"6,324.24"
9/4/15,VSPY,CHK,165167107,CHESAPEAKE ENERGY CORP,177,7.44,"1,316.88"
9/4/15,VSPY,CVX,166764100,CHEVRON CORP,643,78.26,"50,321.18"
9/4/15,VSPY,CMG,169656105,CHIPOTLE MEXICAN GRILL INC,11,724.99,"7,974.89"
9/4/15,VSPY,CB,171232101,CHUBB CORP/THE,77,121.04,"9,320.08"
9/4/15,VSPY,XEC,171798101,CIMAREX ENERGY CO,30,108.19,"3,245.70"
9/4/15,VSPY,CINF,172062101,CINCINNATI FINANCIAL CORP,50,52.8,"2,640.00"
9/4/15,VSPY,CSCO,17275R102,CISCO SYSTEMS INC,1737,25.9,"44,988.30"
9/4/15,VSPY,CTAS,172908105,CINTAS CORP,31,85.09,"2,637.79"
9/4/15,VSPY,C,172967424,CITIGROUP INC,1037,51.79,"53,706.23"
9/4/15,VSPY,CTXS,177376100,CITRIX SYSTEMS INC,56,67.87,"3,800.72"
9/4/15,VSPY,CLX,189054109,CLOROX COMPANY,44,111.34,"4,898.96"
9/4/15,VSPY,COH,189754104,COACH INC,94,29.85,"2,805.90"
9/4/15,VSPY,KO,191216100,COCA-COLA CO/THE,1339,39.16,"52,435.24"
9/4/15,VSPY,CCE,19122T109,COCA-COLA ENTERPRISES,75,51.63,"3,872.25"
9/4/15,VSPY,CTSH,192446102,COGNIZANT TECH SOLUTIONS-A,209,62.86,"13,137.74"
9/4/15,VSPY,CL,194162103,COLGATE-PALMOLIVE CO,290,62.92,"18,246.80"
9/4/15,VSPY,CPGX,198280109,COLUMBIA PIPELINE GROUP,111,24.17,"2,682.87"
9/4/15,VSPY,CMCSA,20030N101,COMCAST CORP-CLASS A,858,56.21,"48,228.18"
9/4/15,VSPY,CMA,200340107,COMERICA INC,61,42.8,"2,610.80"
9/4/15,VSPY,CSC,205363104,COMPUTER SCIENCES CORP,49,61.61,"3,018.89"
9/4/15,VSPY,CAG,205887102,CONAGRA FOODS INC,145,41.72,"6,049.40"
9/4/15,VSPY,COP,20825C104,CONOCOPHILLIPS,422,48.18,"20,331.96"
9/4/15,VSPY,CNX,20854P109,CONSOL ENERGY INC,78,14.23,"1,109.94"
9/4/15,VSPY,ED,209115104,CONSOLIDATED EDISON INC,101,61.88,"6,249.88"
9/4/15,VSPY,STZ,21036P108,CONSTELLATION BRANDS INC-A,56,129,"7,224.00"
9/4/15,VSPY,GLW,219350105,CORNING INC,430,17.26,"7,421.80"
9/4/15,VSPY,COST,22160K105,COSTCO WHOLESALE CORP,151,140.48,"21,212.48"
9/4/15,VSPY,CCI,22822V101,CROWN CASTLE INTL CORP,116,82.32,"9,549.12"
9/4/15,VSPY,CMI,231021106,CUMMINS INC,57,120.03,"6,841.71"
9/4/15,VSPY,DHI,23331A109,DR HORTON INC,114,31.28,"3,565.92"
9/4/15,VSPY,DTE,233331107,DTE ENERGY COMPANY,62,76.38,"4,735.56"
9/4/15,VSPY,DHR,235851102,DANAHER CORP,211,86.88,"18,331.68"
9/4/15,VSPY,DRI,237194105,DARDEN RESTAURANTS INC,43,69.21,"2,976.03"
9/4/15,VSPY,DVA,23918K108,DAVITA HEALTHCARE PARTNERS I,58,75.44,"4,375.52"
9/4/15,VSPY,DE,244199105,DEERE & CO,114,80.99,"9,232.86"
9/4/15,VSPY,DAL,247361702,DELTA AIR LINES INC,280,45.06,"12,616.80"
9/4/15,VSPY,XRAY,249030107,DENTSPLY INTERNATIONAL INC,50,51.67,"2,583.50"
9/4/15,VSPY,DVN,25179M103,DEVON ENERGY CORP,132,40.83,"5,389.56"
9/4/15,VSPY,DO,25271C102,DIAMOND OFFSHORE DRILLING,21,22.9,480.9
9/4/15,VSPY,DIS,254687106,WALT DISNEY CO/THE,533,101.99,"54,360.67"
9/4/15,VSPY,DFS,254709108,DISCOVER FINANCIAL SERVICES,152,52.2,"7,934.40"
9/4/15,VSPY,DISCA,25470F104,DISCOVERY COMMUNICATIONS-A,50,27.12,"1,356.00"
9/4/15,VSPY,DISCK,25470F302,DISCOVERY COMMUNICATIONS-C,90,25.84,"2,325.60"
9/4/15,VSPY,DG,256677105,DOLLAR GENERAL CORP,100,72.16,"7,216.00"
9/4/15,VSPY,DLTR,256746108,DOLLAR TREE INC,88,67,"5,896.00"
9/4/15,VSPY,D,25746U109,DOMINION RESOURCES INC/VA,202,68.09,"13,754.18"
9/4/15,VSPY,DOV,260003108,DOVER CORP,56,59.46,"3,329.76"
9/4/15,VSPY,DOW,260543103,DOW CHEMICAL CO/THE,372,42.83,"15,932.76"
9/4/15,VSPY,DPS,2.61E+113,DR PEPPER SNAPPLE GROUP INC,68,76.95,"5,232.60"
9/4/15,VSPY,DD,263534109,DU PONT (E.I.) DE NEMOURS,309,50.56,"15,623.04"
9/4/15,VSPY,DUK,26441C204,DUKE ENERGY CORP,236,69.28,"16,350.08"
9/4/15,VSPY,DNB,2.65E+104,DUN & BRADSTREET CORP,14,104.85,"1,467.90"
9/4/15,VSPY,EMC,268648102,EMC CORP/MA,662,24.17,"16,000.54"
9/4/15,VSPY,EOG,26875P101,EOG RESOURCES INC,188,77.45,"14,560.60"
9/4/15,VSPY,EQT,26884L109,EQT CORP,52,75.07,"3,903.64"
9/4/15,VSPY,ETFC,269246401,E*TRADE FINANCIAL CORP,100,25.61,"2,561.00"
9/4/15,VSPY,EMN,277432100,EASTMAN CHEMICAL CO,50,71.26,"3,563.00"
9/4/15,VSPY,EBAY,278642103,EBAY INC,378,27.04,"10,221.12"
9/4/15,VSPY,ECL,278865100,ECOLAB INC,93,108.83,"10,121.19"
9/4/15,VSPY,EIX,281020107,EDISON INTERNATIONAL,110,57.61,"6,337.10"
9/4/15,VSPY,EW,2.82E+112,EDWARDS LIFESCIENCES CORP,37,137.55,"5,089.35"
9/4/15,VSPY,EA,285512109,ELECTRONIC ARTS INC,106,65.79,"6,973.74"
9/4/15,VSPY,EMR,291011104,EMERSON ELECTRIC CO,228,46.43,"10,586.04"
9/4/15,VSPY,ETR,29364G103,ENTERGY CORP,62,62.99,"3,905.38"
9/4/15,VSPY,EFX,294429105,EQUIFAX INC,38,98.31,"3,735.78"
9/4/15,VSPY,EQIX,29444U700,EQUINIX INC,20,274.44,"5,488.80"
9/4/15,VSPY,EQR,29476L107,EQUITY RESIDENTIAL,126,70.44,"8,875.44"
9/4/15,VSPY,ESS,297178105,ESSEX PROPERTY TRUST INC,20,212.16,"4,243.20"
9/4/15,VSPY,ES,30040W108,EVERSOURCE ENERGY,110,46.46,"5,110.60"
9/4/15,VSPY,EXC,30161N101,EXELON CORP,292,30.26,"8,835.92"
9/4/15,VSPY,EXPE,30212P303,EXPEDIA INC,33,112.89,"3,725.37"
9/4/15,VSPY,EXPD,302130109,EXPEDITORS INTL WASH INC,67,49.09,"3,289.03"
9/4/15,VSPY,ESRX,30219G108,EXPRESS SCRIPTS HOLDING CO,232,83.86,"19,455.52"
9/4/15,VSPY,XOM,30231G102,EXXON MOBIL CORP,1427,73.79,"105,298.33"
9/4/15,VSPY,FLIR,302445101,FLIR SYSTEMS INC,50,28.38,"1,419.00"
9/4/15,VSPY,FMC,302491303,FMC CORP,46,42.31,"1,946.26"
9/4/15,VSPY,FTI,30249U101,FMC TECHNOLOGIES INC,78,33.9,"2,644.20"
9/4/15,VSPY,FB,30303M102,FACEBOOK INC-A,719,88.15,"63,379.85"
9/4/15,VSPY,FAST,311900104,FASTENAL CO,91,37.64,"3,425.24"
9/4/15,VSPY,FDX,31428X106,FEDEX CORP,91,151.21,"13,760.11"
9/4/15,VSPY,FFIV,315616102,F5 NETWORKS INC,25,121.24,"3,031.00"
9/4/15,VSPY,FIS,31620M106,FIDELITY NATIONAL INFO SERV,97,68.15,"6,610.55"
9/4/15,VSPY,FITB,316773100,FIFTH THIRD BANCORP,275,19.5,"5,362.50"
9/4/15,VSPY,FSLR,336433107,FIRST SOLAR INC,24,48.29,"1,158.96"
9/4/15,VSPY,FISV,337738108,FISERV INC,81,85.73,"6,944.13"
9/4/15,VSPY,FE,337932107,FIRSTENERGY CORP,146,31.25,"4,562.50"
9/4/15,VSPY,FLR,343412102,FLUOR CORP,50,44.55,"2,227.50"
9/4/15,VSPY,FLS,34354P105,FLOWSERVE CORP,48,43.36,"2,081.28"
9/4/15,VSPY,F,345370860,FORD MOTOR CO,1356,13.84,"18,767.04"
9/4/15,VSPY,FOSL,34988V106,FOSSIL GROUP INC,13,61.06,793.78
9/4/15,VSPY,BEN,354613101,FRANKLIN RESOURCES INC,134,39.81,"5,334.54"
9/4/15,VSPY,FCX,35671D857,FREEPORT-MCMORAN INC,358,10.13,"3,626.54"
9/4/15,VSPY,FTR,35906A108,FRONTIER COMMUNICATIONS CORP,393,5.52,"2,169.36"
9/4/15,VSPY,GME,36467W109,GAMESTOP CORP-CLASS A,38,41.71,"1,584.98"
9/4/15,VSPY,GPS,364760108,GAP INC/THE,89,33.01,"2,937.89"
9/4/15,VSPY,GD,369550108,GENERAL DYNAMICS CORP,108,143.41,"15,488.28"
9/4/15,VSPY,GE,369604103,GENERAL ELECTRIC CO,3443,24.51,"84,387.93"
9/4/15,VSPY,GGP,370023103,GENERAL GROWTH PROPERTIES,217,25.18,"5,464.06"
9/4/15,VSPY,GIS,370334104,GENERAL MILLS INC,203,57.61,"11,694.83"
9/4/15,VSPY,GM,37045V100,GENERAL MOTORS CO,460,29.11,"13,390.60"
9/4/15,VSPY,GPC,372460105,GENUINE PARTS CO,51,81.87,"4,175.37"
9/4/15,VSPY,GNW,37247D106,GENWORTH FINANCIAL INC-CL A,171,5.14,878.94
9/4/15,VSPY,GILD,375558103,GILEAD SCIENCES INC,502,101.91,"51,158.82"
9/4/15,VSPY,GS,38141G104,GOLDMAN SACHS GROUP INC,135,185.06,"24,983.10"
9/4/15,VSPY,GT,382550101,GOODYEAR TIRE & RUBBER CO,93,29.7,"2,762.10"
9/4/15,VSPY,GOOGL,38259P508,GOOGLE INC-CL A,99,637.05,"63,067.95"
9/4/15,VSPY,GOOG,38259P706,GOOGLE INC-CL C,99,606.25,"60,018.75"
9/4/15,VSPY,GWW,384802104,WW GRAINGER INC,22,220.69,"4,855.18"
9/4/15,VSPY,HCA,40412C101,HCA HOLDINGS INC,100,86.4,"8,640.00"
9/4/15,VSPY,HCP,40414L109,HCP INC,157,36.58,"5,743.06"
9/4/15,VSPY,HAL,406216101,HALLIBURTON CO,291,38.08,"11,081.28"
9/4/15,VSPY,HBI,410345102,HANESBRANDS INC,135,29.89,"4,035.15"
9/4/15,VSPY,HOG,412822108,HARLEY-DAVIDSON INC,71,55.79,"3,961.09"
9/4/15,VSPY,HAR,413086109,HARMAN INTERNATIONAL,24,97.69,"2,344.56"
9/4/15,VSPY,HRS,413875105,HARRIS CORP,41,75.75,"3,105.75"
9/4/15,VSPY,HIG,416515104,HARTFORD FINANCIAL SVCS GRP,144,45.8,"6,595.20"
9/4/15,VSPY,HAS,418056107,HASBRO INC,40,76.86,"3,074.40"
9/4/15,VSPY,HCN,42217K106,HEALTH CARE REIT INC,120,62.86,"7,543.20"
9/4/15,VSPY,HP,423452101,HELMERICH & PAYNE,37,54.7,"2,023.90"
9/4/15,VSPY,HSY,427866108,HERSHEY CO/THE,49,90.24,"4,421.76"
9/4/15,VSPY,HES,42809H107,HESS CORP,81,57.4,"4,649.40"
9/4/15,VSPY,HPQ,428236103,HEWLETT-PACKARD CO,619,28.13,"17,412.47"
9/4/15,VSPY,HD,437076102,HOME DEPOT INC,441,116.6,"51,420.60"
9/4/15,VSPY,HON,438516106,HONEYWELL INTERNATIONAL INC,270,98.57,"26,613.90"
9/4/15,VSPY,HRL,440452100,HORMEL FOODS CORP,48,61.18,"2,936.64"
9/4/15,VSPY,HST,44107P104,HOST HOTELS & RESORTS INC,260,17.56,"4,565.60"
9/4/15,VSPY,HCBK,443683107,HUDSON CITY BANCORP INC,163,9.36,"1,525.68"
9/4/15,VSPY,HUM,444859102,HUMANA INC,51,182.16,"9,290.16"
9/4/15,VSPY,JBHT,445658107,HUNT (JB) TRANSPRT SVCS INC,30,75.35,"2,260.50"
9/4/15,VSPY,HBAN,446150104,HUNTINGTON BANCSHARES INC,278,10.71,"2,975.99"
9/4/15,VSPY,ITW,452308109,ILLINOIS TOOL WORKS,116,83.25,"9,657.00"
9/4/15,VSPY,INTC,458140100,INTEL CORP,1619,29.08,"47,080.52"
9/4/15,VSPY,ICE,45866F104,INTERCONTINENTAL EXCHANGE IN,40,228.91,"9,156.40"
9/4/15,VSPY,IBM,459200101,INTL BUSINESS MACHINES CORP,312,146.78,"45,795.36"
9/4/15,VSPY,IFF,459506101,INTL FLAVORS & FRAGRANCES,28,109.46,"3,064.88"
9/4/15,VSPY,IP,460146103,INTERNATIONAL PAPER CO,146,42.15,"6,153.90"
9/4/15,VSPY,IPG,460690100,INTERPUBLIC GROUP OF COS INC,141,19.14,"2,698.74"
9/4/15,VSPY,INTU,461202103,INTUIT INC,93,86.04,"8,001.72"
9/4/15,VSPY,ISRG,46120E602,INTUITIVE SURGICAL INC,13,513.75,"6,678.75"
9/4/15,VSPY,IRM,46284V101,IRON MOUNTAIN INC,65,28.44,"1,848.60"
9/4/15,VSPY,JPM,46625H100,JPMORGAN CHASE & CO,1269,62.68,"79,540.92"
9/4/15,VSPY,JEC,469814107,JACOBS ENGINEERING GROUP INC,42,40.34,"1,694.28"
9/4/15,VSPY,JNJ,478160104,JOHNSON & JOHNSON,947,92.64,"87,730.08"
9/4/15,VSPY,JCI,478366107,JOHNSON CONTROLS INC,227,39.98,"9,075.46"
9/4/15,VSPY,JOY,481165108,JOY GLOBAL INC,31,18.9,585.9
9/4/15,VSPY,JNPR,48203R104,JUNIPER NETWORKS INC,118,25.27,"2,981.86"
9/4/15,VSPY,KLAC,482480100,KLA-TENCOR CORP,56,48.83,"2,734.48"
9/4/15,VSPY,KSU,485170302,KANSAS CITY SOUTHERN,38,91.39,"3,472.82"
9/4/15,VSPY,K,487836108,KELLOGG CO,84,67.33,"5,655.72"
9/4/15,VSPY,GMCR,49271M100,KEURIG GREEN MOUNTAIN INC,41,57.43,"2,354.63"
9/4/15,VSPY,KEY,493267108,KEYCORP,290,13.45,"3,900.50"
9/4/15,VSPY,KMB,494368103,KIMBERLY-CLARK CORP,125,105.64,"13,205.00"
9/4/15,VSPY,KIM,49446R109,KIMCO REALTY CORP,140,22.83,"3,196.20"
9/4/15,VSPY,KMI,49456B101,KINDER MORGAN INC/DE,590,31.08,"18,337.20"
9/4/15,VSPY,KSS,500255104,KOHLS CORP,67,51.54,"3,453.18"
9/4/15,VSPY,KHC,500754106,KRAFT HEINZ CO/THE,202,72.16,"14,576.32"
9/4/15,VSPY,KR,501044101,KROGER CO,336,34.57,"11,615.52"
9/4/15,VSPY,LB,501797104,L BRANDS INC,82,89.28,"7,320.96"
9/4/15,VSPY,LLL,502424104,L-3 COMMUNICATIONS HOLDINGS,28,106.32,"2,976.96"
9/4/15,VSPY,LH,50540R409,LABORATORY CRP OF AMER HLDGS,33,117.52,"3,878.16"
9/4/15,VSPY,LRCX,512807108,LAM RESEARCH CORP,54,71.75,"3,874.50"
9/4/15,VSPY,EL,518439104,ESTEE LAUDER COMPANIES-CL A,77,79.27,"6,103.79"
9/4/15,VSPY,LEG,524660107,LEGGETT & PLATT INC,49,43.86,"2,149.14"
9/4/15,VSPY,LM,524901105,LEGG MASON INC,31,42.39,"1,314.09"
9/4/15,VSPY,LEN,526057104,LENNAR CORP-A,61,51.64,"3,150.04"
9/4/15,VSPY,LUK,527288104,LEUCADIA NATIONAL CORP,108,20.94,"2,261.52"
9/4/15,VSPY,LVLT,52729N308,LEVEL 3 COMMUNICATIONS INC,103,45.63,"4,699.89"
9/4/15,VSPY,LLY,532457108,ELI LILLY & CO,334,81.6,"27,254.40"
9/4/15,VSPY,LNC,534187109,LINCOLN NATIONAL CORP,86,49.41,"4,249.26"
9/4/15,VSPY,LLTC,535678106,LINEAR TECHNOLOGY CORP,82,39.88,"3,270.16"
9/4/15,VSPY,LMT,539830109,LOCKHEED MARTIN CORP,93,205.2,"19,083.60"
9/4/15,VSPY,L,540424108,LOEWS CORP,100,36.48,"3,648.00"
9/4/15,VSPY,LOW,548661107,LOWE'S COS INC,319,69.1,"22,042.90"
9/4/15,VSPY,MTB,55261F104,M & T BANK CORP,45,118.26,"5,321.70"
9/4/15,VSPY,MAC,554382101,MACERICH CO/THE,50,75.3,"3,765.00"
9/4/15,VSPY,M,55616P104,MACY'S INC,115,59.28,"6,817.20"
9/4/15,VSPY,MRO,565849106,MARATHON OIL CORP,231,16.87,"3,896.97"
9/4/15,VSPY,MPC,56585A102,MARATHON PETROLEUM CORP,186,46.98,"8,738.28"
9/4/15,VSPY,MMC,571748102,MARSH & MCLENNAN COS,184,53.02,"9,755.68"
9/4/15,VSPY,MAR,571903202,MARRIOTT INTERNATIONAL -CL A,70,71.07,"4,974.90"
9/4/15,VSPY,MLM,573284106,MARTIN MARIETTA MATERIALS,23,167.91,"3,861.93"
9/4/15,VSPY,MAS,574599106,MASCO CORP,117,26.59,"3,111.03"
9/4/15,VSPY,MA,57636Q104,MASTERCARD INC-CLASS A,331,91.65,"30,336.15"
9/4/15,VSPY,MAT,577081102,MATTEL INC,116,23.1,"2,679.60"
9/4/15,VSPY,MKC,579780206,MCCORMICK & CO-NON VTG SHRS,43,80.08,"3,443.44"
9/4/15,VSPY,MCD,580135101,MCDONALD'S CORP,329,96.01,"31,587.29"
9/4/15,VSPY,MHFI,580645109,MCGRAW HILL FINANCIAL INC,92,93.74,"8,624.08"
9/4/15,VSPY,MCK,58155Q103,MCKESSON CORP,78,194.97,"15,207.66"
9/4/15,VSPY,MJN,582839106,MEAD JOHNSON NUTRITION CO,69,77.36,"5,337.84"
9/4/15,VSPY,MRK,58933Y105,MERCK & CO. INC.,965,52.65,"50,807.25"
9/4/15,VSPY,MET,59156R108,METLIFE INC,384,48.96,"18,800.64"
9/4/15,VSPY,MSFT,594918104,MICROSOFT CORP,2763,43.5,"120,190.50"
9/4/15,VSPY,MCHP,595017104,MICROCHIP TECHNOLOGY INC,73,41.74,"3,047.02"
9/4/15,VSPY,MU,595112103,MICRON TECHNOLOGY INC,367,16.59,"6,088.53"
9/4/15,VSPY,MHK,608190104,MOHAWK INDUSTRIES INC,23,200.38,"4,608.74"
9/4/15,VSPY,TAP,60871R209,MOLSON COORS BREWING CO -B,56,66.96,"3,749.76"
9/4/15,VSPY,MDLZ,609207105,MONDELEZ INTERNATIONAL INC,556,43.24,"24,041.44"
9/4/15,VSPY,MON,61166W101,MONSANTO CO,161,96.97,"15,612.17"
9/4/15,VSPY,MNST,61174X109,MONSTER BEVERAGE CORP,48,135.64,"6,510.72"
9/4/15,VSPY,MCO,615369105,MOODY'S CORP,61,100.94,"6,157.34"
9/4/15,VSPY,MS,617446448,MORGAN STANLEY,524,33.8,"17,711.20"
9/4/15,VSPY,MOS,61945C103,MOSAIC CO/THE,106,40.37,"4,279.22"
